#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	DISTANCE	STRAND	SYMBOL_SOURCE	HGNC_ID	REFSEQ_MATCH	GMAF	AFR_MAF	AMR_MAF	ASN_MAF	EAS_MAF	EUR_MAF	SAS_MAF	AA_MAF	EA_MAF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE
rs146540577	16:50739860-50739860	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs146540577	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs573535215	16:50739861-50739861	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs573535215	-	-	-	-	-	A:0.0014	A:0.0038	A:0.0014	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs556789835	16:50739880-50739880	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs556789835	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs576612449	16:50739935-50739935	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs576612449	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0	G:0.001	-	-	-	-	-	-	-	-	-	-
rs139711137	16:50739937-50739937	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs139711137	-	-	-	-	-	G:0.0012	G:0	G:0	-	G:0	G:0.006	G:0	-	-	-	-	-	-	-	-	-	-
rs149796343	16:50739967-50739967	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs149796343	-	-	-	-	-	A:0.0038	A:0.0113	A:0.0058	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs572379762	16:50739990-50739990	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs572379762	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs75279868	16:50740067-50740067	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs75279868	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs13331327	16:50740079-50740079	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs13331327	-	-	-	-	-	T:0.0016	T:0.0061	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs577054032	16:50740103-50740103	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs577054032	-	-	-	-	-	A:0.0004	A:0	A:0	-	A:0	A:0	A:0.002	-	-	-	-	-	-	-	-	-	-
rs545641532	16:50740151-50740151	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs545641532	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs562297566	16:50740173-50740173	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs562297566	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs73575751	16:50740174-50740174	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs73575751	-	-	-	-	-	C:0.0517	-	-	-	A:0.001,C:0.0327	-	A:0,C:0.0031	-	-	-	-	-	-	-	-	-	-
rs145786503	16:50740196-50740196	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs145786503	-	-	-	-	-	A:0.0002	A:0	A:0.0014	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs148968521	16:50740223-50740223	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs148968521	-	-	-	-	-	C:0.0002	C:0.0008	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs547065801	16:50740264-50740264	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs547065801	-	-	-	-	-	C:0.0002	C:0	C:0.0014	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs372248911	16:50740268-50740268	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs372248911	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs143767182	16:50740269-50740269	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs143767182	-	-	-	-	-	A:0.0004	A:0.0015	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs117149242	16:50740368-50740368	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs117149242	-	-	-	-	-	A:0.0048	A:0	A:0	-	A:0.0238	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs570231289	16:50740390-50740390	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs570231289	-	-	-	-	-	G:0.0004	G:0.0015	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs535976855	16:50740442-50740442	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs535976855	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs371516582	16:50740483-50740483	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs371516582	-	-	-	-	-	T:0.0004	T:0.0015	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs147735728	16:50740584-50740584	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs147735728	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs529592403	16:50740609-50740610	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs529592403	-	-	-	-	-	-:0.1204	-:0.1225	-:0.1628	-	-:0.0823	-:0.1402	-:0.1063	-	-	-	-	-	-	-	-	-	-
rs535058400	16:50740613-50740613	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs535058400	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0	C:0.001	-	-	-	-	-	-	-	-	-	-
rs557864747	16:50740631-50740631	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs557864747	-	-	-	-	-	T:0.0004	T:0	T:0.0014	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs11642482	16:50740764-50740764	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs11642482	-	-	-	-	-	G:0.2356	G:0.1672	G:0.3026	-	G:0.1429	G:0.4245	G:0.182	-	-	-	-	-	-	-	-	-	-
rs545653878	16:50740781-50740781	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs545653878	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs555960798	16:50740796-50740796	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs555960798	-	-	-	-	-	T:0.0004	T:0.0015	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs188384574	16:50740811-50740811	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs188384574	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs541608716	16:50740826-50740826	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs541608716	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs146912653	16:50740855-50740855	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs146912653	-	-	-	-	-	T:0.0046	T:0	T:0	-	T:0	T:0.001	T:0.0225	-	-	-	-	-	-	-	-	-	-
rs527390080	16:50740856-50740856	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs527390080	-	-	-	-	-	A:0.0008	A:0	A:0	-	A:0	A:0	A:0.0041	-	-	-	-	-	-	-	-	-	-
rs138646630	16:50740891-50740891	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs138646630	-	-	-	-	-	A:0.0102	A:0.0378	A:0.0014	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs114204986	16:50740906-50740906	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs114204986	-	-	-	-	-	A:0.0026	A:0.0091	A:0.0014	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs564545870	16:50740917-50740917	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs564545870	-	-	-	-	-	T:0.0004	T:0	T:0	-	T:0	T:0.002	T:0	-	-	-	-	-	-	-	-	-	-
rs114958760	16:50740933-50740933	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs114958760	-	-	-	-	-	C:0.0190	C:0.0688	C:0.0029	-	C:0	C:0.002	C:0	-	-	-	-	-	-	-	-	-	-
rs570344566	16:50740937-50740937	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs570344566	-	-	-	-	-	G:0.0006	G:0	G:0	-	G:0	G:0	G:0.0031	-	-	-	-	-	-	-	-	-	-
rs529549571	16:50740968-50740968	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs529549571	-	-	-	-	-	T:0.0004	T:0.0015	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs549302311	16:50740989-50740989	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs549302311	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0.001	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs566211602	16:50741029-50741029	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs566211602	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs534762629	16:50741134-50741134	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs534762629	-	-	-	-	-	G:0.0002	G:0	G:0.0014	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs141173109	16:50741144-50741144	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs141173109	-	-	-	-	-	C:0.0100	C:0.0371	C:0.0014	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs150323147	16:50741156-50741156	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs150323147	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs192663765	16:50741168-50741168	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs192663765	-	-	-	-	-	G:0.0014	G:0	G:0	-	G:0.005	G:0	G:0.002	-	-	-	-	-	-	-	-	-	-
rs11642646	16:50741186-50741186	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs11642646	-	-	-	-	-	A:0.2386	A:0.1808	A:0.3069	-	A:0.1429	A:0.4175	A:0.183	-	-	-	-	-	-	-	-	-	-
rs137984638	16:50741187-50741187	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs137984638	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs535308975	16:50741249-50741249	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs535308975	-	-	-	-	-	A:0.0008	A:0	A:0	-	A:0.004	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs555221471	16:50741314-50741314	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs555221471	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs572113620	16:50741328-50741328	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs572113620	-	-	-	-	-	C:0.0004	C:0.0008	C:0.0014	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs540733526	16:50741346-50741346	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs540733526	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0	G:0.001	-	-	-	-	-	-	-	-	-	-
rs116283239	16:50741461-50741461	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs116283239	-	-	-	-	-	A:0.0014	A:0.0053	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs17312836	16:50741462-50741462	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs17312836	-	-	-	-	-	C:0.2356	C:0.1672	C:0.3026	-	C:0.1429	C:0.4235	C:0.183	-	-	-	-	-	20350193	-	-	-	-
rs543428760	16:50741578-50741578	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs543428760	-	-	-	-	-	C:0.0002	C:0.0008	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs564015087	16:50741584-50741584	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs564015087	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs529610017	16:50741595-50741595	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs529610017	-	-	-	-	-	T:0.0004	T:0	T:0	-	T:0.002	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs5743268	16:50741639-50741639	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs5743268	-	-	-	-	-	A:0.0024	A:0.0091	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs559651708	16:50741643-50741643	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs559651708	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs146004368	16:50741683-50741683	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs146004368	-	-	-	-	-	G:0.0024	G:0	G:0	-	G:0.0119	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs138700796	16:50741703-50741703	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs138700796	-	-	-	-	-	G:0.0008	G:0.003	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs571390615	16:50741715-50741715	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs571390615	-	-	-	-	-	G:0.0002	G:0.0008	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs537087525	16:50741732-50741732	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs537087525	-	-	-	-	-	T:0.0002	T:0	T:0.0014	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs141833420	16:50741763-50741763	-	splice_region_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs141833420	-	-	-	-	-	C:0.0096	C:0.0363	C:0	-	C:0	C:0	C:0	C:0.0264	C:0.0001	-	-	-	-	-	-	-	-
rs61755182	16:50741791-50741791	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs61755182,CM020645	-	-	-	-	-	T:0.0014	T:0.003	T:0	-	T:0	T:0.003	T:0	T:0.003	T:0.0044	-	-	-	-	-	-	-	-
rs144887729	16:50741792-50741792	-	synonymous_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs144887729	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0.001	A:0	A:0.0009	A:0.0009	-	-	-	-	-	-	-	-
rs555550682	16:50741795-50741795	-	synonymous_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs555550682	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs5743269	16:50741858-50741858	-	synonymous_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs5743269	-	-	-	-	-	T:0.0008	T:0	T:0	-	T:0	T:0.003	T:0.001	T:0.0002	T:0.0017	-	-	-	-	-	-	-	-
rs201146502	16:50741902-50741902	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs201146502	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0.001	A:0	A:0.0005	A:0.002	-	-	-	-	-	-	-	-
rs148716069	16:50741949-50741949	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs148716069	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0.001	A:0	-	-	-	-	-	-	-	-	-	-
rs142273770	16:50741955-50741955	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs142273770	-	-	-	-	-	T:0.0014	T:0	T:0	-	T:0	T:0.007	T:0	-	-	-	-	-	-	-	-	-	-
rs543490712	16:50741981-50741981	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs543490712	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs563227941	16:50741988-50741988	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs563227941	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0	G:0.001	-	-	-	-	-	-	-	-	-	-
rs566493469	16:50742022-50742022	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs566493469	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs542918612	16:50742035-50742035	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs542918612	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs559973586	16:50742039-50742039	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs559973586	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs528712705	16:50742054-50742054	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs528712705	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0	G:0.001	-	-	-	-	-	-	-	-	-	-
rs551940865	16:50742061-50742061	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs551940865	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs5743270	16:50742062-50742062	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs5743270	-	-	-	-	-	A:0.0268	A:0.0688	A:0.0072	-	A:0.0317	A:0.003	A:0.0031	-	-	-	-	-	-	-	-	-	-
rs186642294	16:50742075-50742075	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs186642294	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs111475857	16:50742159-50742159	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs111475857	-	-	-	-	-	A:0.0048	A:0.0166	A:0.0029	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs567285730	16:50742162-50742162	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs567285730	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs535761165	16:50742189-50742189	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs535761165	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0	G:0.001	-	-	-	-	-	-	-	-	-	-
rs549037357	16:50742197-50742197	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs549037357	-	-	-	-	-	G:0.0004	G:0	G:0	-	G:0.001	G:0	G:0.001	-	-	-	-	-	-	-	-	-	-
rs565951357	16:50742202-50742202	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs565951357	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs534557347	16:50742228-50742228	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs534557347	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs139313263	16:50742245-50742245	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs139313263	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0.001	C:0	-	-	-	-	-	-	-	-	-	-
rs145522024	16:50742273-50742273	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs145522024	-	-	-	-	-	T:0.0004	T:0.0015	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs192508483	16:50742283-50742283	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs192508483	-	-	-	-	-	T:0.0004	T:0.0015	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs557013961	16:50742371-50742371	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs557013961	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs144919013	16:50742393-50742393	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs144919013	-	-	-	-	-	A:0.0010	A:0.0038	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs542590845	16:50742399-50742399	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs542590845	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0.001	A:0	-	-	-	-	-	-	-	-	-	-
rs553428656	16:50742407-50742407	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs553428656	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0	C:0.001	-	-	-	-	-	-	-	-	-	-
rs573477142	16:50742443-50742443	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs573477142	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0.001	C:0	-	-	-	-	-	-	-	-	-	-
rs545272231	16:50742478-50742478	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs545272231	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs114870756	16:50742490-50742490	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs114870756	-	-	-	-	-	T:0.0056	T:0.0197	T:0.0029	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs145891076	16:50742517-50742517	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs145891076	-	-	-	-	-	G:0.0012	G:0	G:0.0014	-	G:0	G:0.002	G:0.0031	-	-	-	-	-	-	-	-	-	-
rs13380733	16:50742681-50742681	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs13380733	-	-	-	-	-	A:0.1350	A:0.1233	A:0.1744	-	A:0.0089	A:0.2734	A:0.1104	-	-	-	-	-	-	-	-	-	-
rs184551304	16:50742699-50742699	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs184551304	-	-	-	-	-	G:0.0004	G:0.0015	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs148811839	16:50742715-50742715	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs148811839	-	-	-	-	-	T:0.0022	T:0.0045	T:0.0014	-	T:0.003	T:0	T:0.001	-	-	-	-	-	-	-	-	-	-
rs546964907	16:50742716-50742716	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs546964907	-	-	-	-	-	A:0.0004	A:0.0008	A:0	-	A:0	A:0.001	A:0	-	-	-	-	-	-	-	-	-	-
rs565882363	16:50742771-50742771	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs565882363	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs528345094	16:50742790-50742790	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs528345094	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs551614265	16:50742845-50742845	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs551614265	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0	C:0.001	-	-	-	-	-	-	-	-	-	-
rs190047263	16:50742875-50742875	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs190047263	-	-	-	-	-	C:0.0032	C:0.0121	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs74017781	16:50742936-50742936	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs74017781	-	-	-	-	-	A:0.0144	A:0.0522	A:0.0043	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs13380741	16:50742938-50742938	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs13380741	-	-	-	-	-	A:0.1350	A:0.1233	A:0.1744	-	A:0.0089	A:0.2734	A:0.1104	-	-	-	-	-	-	-	-	-	-
rs567344147	16:50742988-50742988	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs567344147	-	-	-	-	-	G:0.0002	G:0.0008	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs143451061	16:50742993-50742993	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs143451061	-	-	-	-	-	A:0.0006	A:0	A:0	-	A:0.003	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs57627342	16:50743060-50743060	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs57627342	-	-	-	-	-	C:0.0014	C:0.0053	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs147998582	16:50743064-50743064	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs147998582	-	-	-	-	-	C:0.0002	C:0.0008	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
